class,text
1,Many options/light weight/games/stores 99 names/numbers
1,Many options/abstemious weight/games/stores 99 names/numbers
1,Many options/light weight/gage/stores 99 names/numbers
0,"A little more pricey than some printers, but well worth it."
0,"A trivial more costly than some printers, but well worth it."
0,"amp picayune more pricey than some printers, but well worth it."
0,cost of ink
0,be of ink
0,price of ink
1,Good Quality prints and easy setup.
1,Good Quality prints and prosperous setup.
1,skillful Quality prints and easy setup.
1,"Sturdy, classy, shopping bag space, convenient for getting baby from carseat to stroller without disturbance."
1,"Sturdy, classy, grass bag space, convenient for pose baby from carseat to pusher without disturbance."
1,"Sturdy, classy, shopping bag space, convenient for experience baby from carseat to carriage without to-do."
1,good if you just want to put pictures on the internet. 
1,commodity if you just want to put depict on the internet. 
1,serious if you just want to put painting on the internet. 
1,Fast and trouble free
1,Fast and trouble innocent
1,profligate and trouble free
0,n/a
0,newton/a
0,north/a
1,"The price is right, it takes a lot of pictures as well as video."
1,"The price is powerful, it takes a lot of pictures as wellspring as video."
1,"The price is right, it deal a draw of pictures as well as video."
0,Did not load pictures to PC. Power monster. Display must be On during loading.
0,behave not load photograph to PC. Power monster. Display must be On during loading.
0,exercise not load scene to PC. Power monster. Display must be On during loading.
0,"Reception not very good, caused by mobile phone service (Fido)."
0,"Reception not very commodity, caused by mobile ring service (Fido)."
0,"Reception not very serious, caused by mobile call service (Fido)."
1,"Lightweight, easy to use, free"
1,"Lightweight, easy to habituate, free"
1,"Lightweight, easy to purpose, free"
1,"lightweight, affordable"
1,"lightweight, low-cost"
1,"whippersnapper, affordable"
0,price; lack of view finder
0,price; lack of sentiment finder
0,price; lack of sight finder
0,"Accessories are mostly proprietary to Sony  flash, battery and lens covers, Shutter Speed"
0,"Accessories are mostly proprietary to Sony  flashgun, battery and lens cross, Shutter Speed"
0,"Accessories are mostly proprietary to Sony  photoflash, battery and lens covers, Shutter hotfoot"
0,"WAP 1.2, Size bit bulky,OS hangs-up"
0,"WAP 1.2, Size snatch bulky,OS hangs-up"
0,"WAP one.2, Size bit bulky,OS hangs-up"
1,Durable. Firmware upgrades easy. Quality reception and sound. Numerous accessories readily available from web vendors.
1,Durable. Firmware upgrades leisurely. Quality receipt and sound. Numerous accessories readily available from web vender.
1,Durable. Firmware upgrades slowly. Quality reception and sound. Numerous accessary readily available from net vendors.
0,Hard to hold still ... That might just be me.
0,Hard to contain still ... That might just be me.
0,Hard to postponement still ... That might just be me.
1,Quality of photos; Ability to change aperature and shutter
1,Quality of exposure; Ability to change aperature and shutter
1,Quality of photos; Ability to convert aperature and shutter
0,"Long time between photos, bad in low-light conditions, HP charges for driver downloads now"
0,"Long time between photograph, bad in low-light conditions, HP direction for driver downloads now"
0,"Long time between photos, unsound in low-light conditions, HP complaint for driver downloads now"
1,"Elegance appearance with a slim and graceful figure; strong function positioning, and abundant personal designing."
1,"Elegance appearance with a slim and graceful physique; warm occasion positioning, and abundant personal designing."
1,"Elegance appearance with a slim and graceful shape; strong use pose, and abundant personal designing."
0,"nod LCD screen, drivers can conflict."
0,"nod LCD covert, drivers can conflict."
0,"nod LCD screen, drivers can struggle."
0,Price
0,cost
0,terms
1,"Price, Speed, Cost of Maintenance, Performance"
1,"Price, Speed, Cost of care, Performance"
1,"Price, race, Cost of Maintenance, Performance"
1,VERY compact and awesome shell design
1,rattling compact and awesome shell design
1,really compact and awesome shell design
0,not bluetooth compatible(if you know what that is)
0,not bluetooth compatible(if you bed what that is)
0,not bluetooth compatible(if you hump what that is)
0,USB Cable not included.
0,USB cable not included.
0,USB telegraph not included.
0,"I use voice stream,,,, but they are getting better"
0,"I use voice stream,,,, but they are getting estimable"
0,"unity use voice stream,,,, but they are getting better"
0,Rechargable batteries almost a must; sometimes shifts to video mode unintentionally (due to dial placement)
0,Rechargable batteries about a must; sometimes pitch to video mode unintentionally (ascribable to dial placement)
0,Rechargable shelling well-nigh a must; sometimes transmutation to video mode unintentionally (due to dial placement)
1,"Small, handy, memory stick, USB"
1,"Small, Handy, memory stick, USB"
1,"Small, handy, memory bewilder, USB"
1,"B&amp;amp;W Print Quality, Speed, Reliability, Quiet, and Long-lasting Ink Cartridges"
1,"B&amp;amp;W Print Quality, Speed, Reliability, tranquility, and long-lasting Ink Cartridges"
1,"B&amp;amp;W Print timbre, Speed, Reliability, silence, and Long-lasting Ink Cartridges"
1,It's lightweight. Easy to transfer pictures. 
1,It's lightweight. Easy to transfer render. 
1,It's lightweight. promiscuous to transfer pictures. 
0,Not small compared to other cams.  Hard to find.
0,Not belittled compared to other cams.  Hard to find.
0,Not diminished compared to other cams.  Hard to find.
1,"little, Compact Flash card, functions, software"
1,"little, Compact meretricious card, functions, software"
1,"little, Compact tatty card, functions, software"
1,"Easy to use,Great pictures"
1,"Easy to use,bang-up pictures"
1,"Easy to use,outstanding pictures"
1,Makes a good paperweight
1,Makes a dear paperweight
1,wee a good paperweight
1,"Easy to use, compact in size, instructions are easy to understand"
1,"Easy to use, compact in size, pedagogy are light to understand"
1,"slowly to use, press in size, instructions are easy to understand"
0,4M card.
0,4M add-in.
0,4M board.
1,"Good amount of features, good battery life"
1,"Good amount of features, dependable battery life"
1,"Good amount of features, serious battery life"
1,does all the phone functions adequately
1,does all the phone subprogram adequately
1,does all the phone work adequately
1,"New 3X Nikkor Zoom, &amp;#147;Point&amp;#146;n&amp;#146;Shoot&amp;#148; simplicity, Matrix Metering, CSM mode and Quick Review mode&amp;#13;&amp;#10;"
1,"fresh 3X Nikkor Zoom, &amp;#147;Point&amp;#146;newton&amp;#146;shoot&amp;#148; simplicity, Matrix Metering, CSM mood and Quick Review mode&amp;#13;&amp;#decade;"
1,"novel 3X Nikkor Zoom, &amp;#147;gunpoint&amp;#146;n&amp;#146;fritter&amp;#148; simplicity, Matrix Metering, CSM mode and fast critique mode&amp;#13;&amp;#10;"
0,"Low resolution, backlight prone-to-fail, Sprint network sucks, can not be used on other networks."
0,"depression resolution, backlight prone-to-fail, Sprint network sucks, can not be victimised on other networks."
0,"modest solution, backlight prone-to-fail, Sprint network sucks, can not be used on other networks."
1,"Size, easy folding, price"
1,"Size, easy foldaway, price"
1,"sizing, easy folding, price"
0,Doesnt come with rechargables.
0,Doesnt amount with rechargables.
0,Doesnt descend with rechargables.
0,Super sensitive touch controls - Doesn't work well with certain Bluetooth devices.
0,Super sensitive allude insure - Doesn't work well with certain Bluetooth devices.
0,Super sensitive touch contain - Doesn't lick well with certain Bluetooth devices.
1,A decent phone with some unique features!
1,A comely phone with some unique features!
1,A nice phone with some unique features!
1,Great Design
1,great Design
1,smashing Design
1,"Small, Light, Portable"
1,"Small, lightly, Portable"
1,"diminished, Light, Portable"
0,bulky for storage
0,bulky for memory
0,bulky for warehousing
1,"size, appearance, and &quot;everyday&quot; features"
1,"size, appearance, and &quot;mundane&quot; features"
1,"size, appearing, and &quot;everyday&quot; features"
0,battery dies without warning. poor speakerphone.  ultra-sensitive keyboard.
0,battery dies without monish. poor speakerphone.  ultra-sensitive keyboard.
0,battery dysprosium without warning. poor speakerphone.  ultra-sensitive keyboard.
1,Colour fidelity and resolution
1,Colour fidelity and closure
1,colouring fidelity and resolution
1,"Inexpensive, easy to upload, easy to carry around, good picture quality"
1,"Inexpensive, easy to upload, tardily to carry around, full picture quality"
1,"Inexpensive, easy to upload, well-to-do to carry around, good visualize quality"
1,Easy to use and quality pictures
1,Easy to usance and quality pictures
1,Easy to use and quality ikon
1,"Decent quality printing, GOOD PRICE, fast, quiet.  SMALL IN SIZE."
1,"Decent quality printing, honorable PRICE, fast, quiet.  SMALL IN size."
1,"becoming quality printing, GOOD PRICE, debauched, quiet.  SMALL IN SIZE."
1,"Durability, signal, sound quality, camera, size, email pics to yourself."
1,"Durability, signal, audio calibre, camera, size, email pics to yourself."
