class,text
1,"Great quality pics,compact and a great buy at $400"
1,"Great quality pics,compact and a great buy package at $400"
0,battery dies without warning. poor speakerphone.  ultra-sensitive keyboard.
0,battery dies without warning. poor speakerphone.  ultra-sensitive glasses.
1,"Excellent quality printing, I prefer it to any other..."
1,"Excellent quality paper, I prefer it to any other..."
1,Effective combination of phone and PDA; you get what you pay for.
1,Effective combination purchasing of phone and PDA; you get what you pay for.
0,"Batteries are expensive, you have to buy the AC adapter for $150 if you want one"
0,"Batteries are awesome, you have to choose the AC battery for $150 if you want one"
1,"Price, After Market ink, Speed"
1,"Price, After Market ink, Market Speed"
1,This camera is a great step up from the Sony MVC 71 series
1,This camera is a great step up from the smaller Sony NX 71 series
0,cost a lot
0,read a lot
1,Compact size and extremely easy to use.
1,Compact size and extremely elegant to use.
1,"Very quiet, great prints, nice software package included"
1,"Very quiet, great prints, nice software version included"
1,"makes a good paperweight, looks impressive"
1,"makes a hefty paperweight, looks impressive"
0,Needs expensive paper to produce photo quality images
0,Needs expensive paper to rapidly produce photo quality images
0,Movies can only be viewed with QuickTime
0,Movies can only be opened with QuickTime
0,"Weird interface, software crash, ear bug sux, no web??? IR port not working..."
0,"Weird interface, software crash, ear w sux, no web??? IR screen not working..."
1,"Very stylish, great features & is the ideal fashion accessory!"
1,"Very look stylish, great features & is the ideal fashion accessory!"
1,$99 price tag for a printer that has comes highly recommended.
1,$99 price tag for needing a printer that has comes highly recommended.
0,"Bad reception, low ring volume."
0,"Bad photo reception, low ring volume."
1,"good zoom, expandable memory is a plus, good resolution for an entry level camera "
1,"good performance, NV memory is a plus, good resolution for an entry level camera "
0,"Charge time for Batteries, small 16mb disk."
0,"Charge CPU time for Batteries, small 16mb disk."
1,"size, battery, voice dial, speakerphone"
1,"phones, battery, voice dial, speakerphone"
1,Takes great pictures
1,Takes great teamwork
0,lacks optical zoom
0,lacks of zoom
0,"It frustrates me often, cartridges are ridiculously expensive"
0,"Life frustrates me often, cartridges are ridiculously expensive"
0,I can't afford two
0,I can't afford one
1,Reception; Sound Quality; Speakerphone; Display; Stand-by Time
1,Reception; Sound Quality; Speakerphone; Display; Stand-by Image
1,Easy and trouble-free
1,Easy and quickly trouble-free
0,Poor indoor photo quality. Especially the flash and white balance.  Battery life.
0,Poor internal photo quality. Especially the flash and white balance.  Full life.
